artist,title,genre,url,region,score,sp_popularity,sp_date,sp_img,sp_album_id,sp_artist_id
Ira Abbott,Moments,alternative,https://ira-abbott.bandcamp.com/album/moments,ottawa,31.2,18,2020-05-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02dbfee58ad300e1006928d3a2,0lgw5n8dYn7xAfAbF0rymo,3HPQ8XrVVPaIGMrHbmiZPI
MLZ,Ghosts Of The Future,experimental,https://mlz7.bandcamp.com/album/ghosts-of-the-future,ottawa,31.0,0,2020-05-08T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02faaf6450b5dbcdaf20c46ca5,0J0OwrZN3vUsvlRsQVm7ir,34L1w63JaUvpmfwLyeItST
Dara Schindelka,Thou Art Loosed,folk,https://daraschindelka.bandcamp.com/album/thou-art-loosed,saskatchewan,31.0,0,2020-05-08T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0243962b39340ba7df26698edd,2FnEY81vlRYFZcdlTfBzyZ,6LxBQXilC3Tw8hkqg5xx8t
Bruce K. Rowe,Happy,punk,https://brucekrowe.bandcamp.com/album/happy,newfoundland,31.0,0,2020-05-08T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02c7881aa985388b187e80d489,31Kg9nz9jElGWHuSi7WJwW,2fnK6LR9lgrOMFOzidMRlY
Dogme 96,Exorcisms,alternative,https://dogme96.bandcamp.com/album/exorcisms,victoria,31.0,0,2020-05-08T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02e8b39614d3b0c9338cd385f4,46pkC0P23GzfwGuvBSnl8T,7C6SZck9aijfp4ZMk5Qezb
Napalmpom,The Climb To Heaven Has Too Many Stairs (The Lost Tapes),rock,https://napalmpom.bandcamp.com/album/the-climb-to-heaven-has-too-many-stairs-the-lost-tapes,calgary,31.0,5,2020-05-06T00:00.000Z,https://i.scdn.co/image/ab67616d00001e028e85d995a6ed6a88d328eb0a,0o49OnYVnvrignvv5Vyr3t,0MsAFWpxVqufWN2YaBh0Qb
Aband*nthecar,L*ve,pop,https://abandonthecar.bandcamp.com/album/l-ve,manitoba,31.0,0,2020-05-08T00:00.000Z,https://i.scdn.co/image/ab67616d00001e025782f7232eb148f9ca5b7ade,7ay6YBwZzHYNXcprLDM1hA,2Uzt3a47uSOFwUqQ6U3gEQ
Cayley Thomas,How Else Can I Tell You?,alternative,https://cayleythomas.bandcamp.com/album/how-else-can-i-tell-you,edmonton,30.8,17,2020-05-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e023ba1740072698aa35210361f,3aBvYsTSyCAzGyp1buNzXz,2YN6tsEmqzCKNYV5Irgzkv
ALIIIAS,Miasma - E.P,electronic,https://aliiias.bandcamp.com/album/miasma-e-p,toronto,30.6,4,2020-05-06T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0243a206101e1bece56f6b349f,353FXcelInTJJBZ39Zd0uh,4Y8otp9Ld9PkZeNPq20uFG
Lido Pimienta,Miss Colombia,alternative,https://lidopimienta.bandcamp.com/album/miss-colombia,toronto,30.4,51,2020-04-17T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02802fedd4354077a836e6a3e2,6H6MZ54B5FLBLXXxWGEl7y,1IdkKQ9CM1i0wygfxYV4Z3
Kynduum,Sigil Songs - Volume 3,ambient,https://kynduum.bandcamp.com/album/sigil-songs-volume-3,newbrunswick,30.0,0,2020-05-07T00:00.000Z,https://i.scdn.co/image/ab67616d00001e025b46f85d6aab05e8130212c8,7sy5Z2pa2Af8wxX9cr86Ri,3jzxdph7Uww3QIUkp3o74b
Richard Inman,Faded Love Better Days,country,https://richardinmanmusic.bandcamp.com/album/faded-love-better-days,manitoba,30.0,15,2020-05-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e023dc8661bb9e919e66a4a5ffe,0AqrLPhwvEx7fTc7YB7mM7,0eha96FtThymbm5svvfopg
SLIME DA GARBAGE MANE,IN DA CRIB MUSIC,hip-hop/rap,https://slimedagarbagemane.bandcamp.com/album/in-da-crib-music,pei,29.6,14,2020-05-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e028d98941dc36959a0472d9756,22MFY0pj6aXvoJdchBhG7e,1rLRBdT3zr0QCkcskeCoe9
Allison Crowe,Six More Songs,rock,https://allisoncrowe.bandcamp.com/album/six-more-songs,newfoundland,29.6,14,2020-05-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02dfb4411d134aacf6e59223c7,2aSlWoz1TEO78HLUdMLKbs,6hG64BPoiQOzP30N6KU8Ue
Allison Crowe,Pillars,rock,https://allisoncrowe.bandcamp.com/album/pillars,newfoundland,29.6,14,2020-05-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e021e40a3b012b958b348397798,7ycF0Tea3cL22tFYWwpYb2,6hG64BPoiQOzP30N6KU8Ue
SPEAK EASY,Rainbow River,alternative,https://speakeasybc.bandcamp.com/album/rainbow-river,victoria,29.6,9,2020-05-03T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02d37fe229a89a75555993f439,7DDu1Lj8t7hbR4uyrewhE3,2CIThyVssa0biLVO6yCj6E
Dead Friends,Shirley,alternative,https://deadfriendss.bandcamp.com/album/shirley,edmonton,29.2,13,2020-05-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0220ddbb9fae51568b613258ec,0297Qe9qZXy5iDFNWNuR3R,0FnqudXSSLgWXRR5zRu8je
nerBeater,Transitional Elements,ambient,https://nerbeater.bandcamp.com/album/transitional-elements,vancouver,29.0,0,2020-05-06T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0219afc8107627ecee4e249eca,33JS6KvkaJt76CwH7DeCWY,0p6DVXpomjpdwDZ0BGx3UP
Bent Roads Tavern,Hard Reset,folk,https://bentroadstavern.bandcamp.com/album/hard-reset,calgary,29.0,0,2020-05-06T00:00.000Z,https://i.scdn.co/image/ab67616d00001e023d0567e05b6faa8339246422,4Gcw4f40aZtP6i6W8COwr1,0HOKJG3UYUFplXqejZlsDw
The Crescent Sky,Wonder,folk,https://thecrescentsky.bandcamp.com/album/wonder,vancouver,28.8,17,2020-04-29T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02fea94636e897883c9ed68484,7HTAWaUZFZDFQZTytdkhLt,343KX4smIGKQ3ixjVcg7Qt
Maandala,Second Circle,electronic,https://maandala.bandcamp.com/album/second-circle,calgary,28.8,2,2020-05-05T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02bf7948a3458758cee9e85e3f,5Am8G0K1klSwEW23D2dhkN,3XhDxC9vW6Yj2sciU3vtBS
Her Motives Are Silent,MOVEMENTS,experimental,https://hermotivesaresilent.bandcamp.com/album/movements,calgary,28.4,1,2020-05-05T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0248759e904e930dd3a059aee8,7pVBZrc4IMWw84Isj9wpJ9,5TNvt98s2BRBIhcg2Y5Vjk
Damien,Dark Visions,rock,https://damien6.bandcamp.com/album/dark-visions,ottawa,28.2,3,2020-05-04T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02b9bcd0df4a9ea8c47fd4e4bd,3qPIa0P28LLe86L3QnQduv,7gQ1EGy8laYiS4QdsKgNiT
Jacob Earl,Both The Beginning And The End,electronic,https://jacobearl.bandcamp.com/album/both-the-beginning-and-the-end,ottawa,28.0,0,2020-05-05T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0232ee6781a9118bbb0eb66065,13q9MdspeCerz1ktgxux8z,4rYkSiB1DWep8JehlTI5e2
Legends,Legends EP,rock,https://legendsband.bandcamp.com/album/legends-ep,saskatchewan,28.0,70,2014-10-14T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0242ce41b515e0eca074b06c1f,3myHZ1Hm3ZtFIxuHMI1o9n,47z7ZrgFoBvVpCnElCE3Zh
funeral culture,passionless,alternative,https://funeralculture.bandcamp.com/album/passionless,ottawa,27.4,1,2020-05-04T00:00.000Z,https://i.scdn.co/image/ab67616d00001e027da0dd91e98b5a6f2a91b697,77OtimHA68CZJzD5tKDyVT,1B4INlxd2K6q4hAz5RHLdt
Sunny Day Encore,Serotonin,alternative,https://sunnydayencore.bandcamp.com/album/serotonin,saskatchewan,27.4,26,2020-04-24T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0221cc4fe7f0186d3cc100c026,5KdBeLxCteGYqeQsG91cE3,2ra1pz0SOJsztoxmvlbKVe
The Pack a.d.,It was fun while it lasted,rock,https://thepackad.bandcamp.com/album/it-was-fun-while-it-lasted,vancouver,27.2,43,2020-04-17T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0234e6e13888f150faf08d83d4,1AXmSHA1ltK7gYTcR00zXx,2gbOUPIhea9nrCmAeZBgpo
Ryan Hemsworth,New Life / Sun Up,electronic,https://ryanhemsworth.bandcamp.com/album/new-life-sun-up,novascotia,27.2,48,2020-04-15T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0263f9b54823874cdeeb3bc405,7nGjmiJwyC5k6blQEmHFSN,2CgysNw5B7rFNRtRjQbPZ9
Null Command,Lexical Analysis,electronic,https://nullcommand.bandcamp.com/album/lexical-analysis,victoria,27.0,0,2020-05-04T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0239588c148a712536467eeb15,4VryQltK1DKFYkZUnb5or3,6Qw75Tc7M3n1HxlCluURIV
Night Howl,Night Howl,alternative,https://night-howl.bandcamp.com/album/night-howl-2,edmonton,27.0,5,2020-05-02T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02d511137fecdd0cf22bca3f03,1e5NOwBCUznS5Q4PT9P0km,6MKbB8ReMaczfTYTMYcI8l
The MOTES,Trellis I Tripod,rock,https://themotes.bandcamp.com/album/trellis-i-tripod,novascotia,26.6,24,2020-04-24T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02bb442b6b8a19d4ba080b0bac,1vZCOY4RvNHCNlmkcd7iXJ,3aqTmCRdQirxPwGRwPBqRW
Wares,Survival,rock,https://wares.bandcamp.com/album/survival,edmonton,26.6,24,2020-04-24T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02e0e478c87b8848e164a79c7f,2YNi2N3nIZ4K3YhvCVvvSd,4IJfEp4CKdYvIGGm6Y8xf6
BigBoyEllis,Copperfield EP,hip-hop/rap,https://bigboyellis.bandcamp.com/album/copperfield-ep,ottawa,26.4,6,2020-05-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02deb54af0de7c9e927b6c75c6,3PDQjTmCacjWQN8Bwk3iwA,30Eumdk8aVCikHp0x0ZM0y
Loneward,Moongate,ambient,https://altusmusic.bandcamp.com/album/moongate,ottawa,26.4,6,2020-05-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e026fedac84e5d4f69fc73c0887,1IEhWPMSIO48YqZ5eIP8Fq,3nbDIWk3Zo1EC4dAUMXKrK
Lee Rosevere,Synths Working Overtime,electronic,https://leerosevere.bandcamp.com/album/synths-working-overtime,pei,26.4,21,2020-04-25T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02347df3cd4e3d25f011b0b12f,7Bx5hZoiKpBO0mOkJDeoKg,2Jl1k0haDhoL9cxYiU8H6j
Ghostkeeper,Ghostkeeper,experimental,https://ghostkeeper.bandcamp.com/album/ghostkeeper,calgary,26.0,65,2020-02-21T00:00.000Z,https://i.scdn.co/image/ab67616d00001e026ad09c8c0b0a8f2e468e826a,1yv2QCPD4HcYendMbnMnet,041iTeoMIwXMlShuQPIVKo
Men I Trust,Oncle Jazz,electronic,https://menitrust.bandcamp.com/album/oncle-jazz,montreal,25.6,64,2019-09-13T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02412e18ab5452ac84eafe5c9d,4W4gNYa4tt3t8V6FmONWEK,3zmfs9cQwzJl575W1ZYXeT
Troo Knot,Time Bandit,electronic,https://trooknot.bandcamp.com/album/time-bandit,calgary,25.6,4,2020-05-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e026969d6336b262374b9a2a3fe,1Jpx7ms7C5khfMjrmFaEwi,0cOUrAgOTBrT5Z41lAIQBW
Peelings,Dave's Mustang // Let It Roll,rock,https://peelings.bandcamp.com/album/daves-mustang-let-it-roll,novascotia,24.8,2,2020-05-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e029279a44895c34b94a57528c4,7kmSxO4isaNOHo9gjH3oqS,51YSXsAiXBpB31PyYsNlx6
The Dead South,The Ocean Went Mad and We Were to Blame,folk,https://thedeadsouth.bandcamp.com/album/the-ocean-went-mad-and-we-were-to-blame,saskatchewan,24.8,62,2013-06-29T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0298c76c871840fa984d50bc39,19wNh9yNFsxbFdhgzvigWv,3HR1xtIsUefdFnkI1XHgeA
Construction & Destruction,Former Firsts,experimental,https://constructionanddestruction.bandcamp.com/album/former-firsts,novascotia,24.6,4,2020-04-30T00:00.000Z,https://i.scdn.co/image/ab67616d00001e023a8bd1b081ad9e7993a586fe,7K06gT28y7fuDrC1LlQnSa,42ViayamkigAOVp8yh9cQ2
Nate Murchison,Soft Songs & Hard Hitter,punk,https://natemurchison.bandcamp.com/album/soft-songs-hard-hitter,newbrunswick,24.4,1,2020-05-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02ea1f605011e12e418c068ff4,6f5XpG6JnqaaxucmkM8DQr,2rNHuubUgjPs7u9C5iPpti
Kirk,Dahlia,alternative,https://thekirk.bandcamp.com/album/dahlia,newfoundland,24.4,1,2020-05-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e020f0f03121e87f6d80c492f22,0DOo2RcTlVnnemak7GHCS0,4SMx1Tqz0MBicH8Ae62GcO
Blossom Complex,Feel,hip-hop/rap,https://blossomcomplex.bandcamp.com/album/feel,novascotia,24.0,0,2020-05-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0289d99a84a510c1912baf4c35,4NrFPd8u8WvxZxTTfgEgcy,4ihczg1KEzQQreqolsxCOi
Blank Sun,When You're Going Through It Volume I,electronic,https://blanksun.bandcamp.com/album/when-youre-going-through-it-volume-i,ottawa,24.0,0,2020-05-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02209cae0fc30ade57e2fa28e6,6ftIoBf4G9J9C1oXa8V5cd,4pv6xQOJU3dMISI50t7S50
PAPAL VISIT,Where Do They Swim?,experimental,https://papalvisit.bandcamp.com/album/where-do-they-swim,newbrunswick,24.0,0,2020-05-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e027f58e24a93bff56e73219b2a,7pHj9v4Wbk47oXS6LTPdfY,5LRnFeQbeUTMRrBHEnfs4b
Skip Jr. Campbell,Skip Jr. Campbell,alternative,https://thevenusextraction.bandcamp.com/album/skip-jr-campbell,saskatchewan,24.0,0,2020-05-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02398bb6d1eb5d24b986ecc558,6ySOFchVuBWd8TKzh5HqbX,1IlvagS4aXomZZtJvA7MM1
Devonian Gardens,Old Star,rock,https://devoniangardens.bandcamp.com/album/old-star,calgary,24.0,0,2020-05-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02397205444be3b9f9ea9a52e0,6tUAFnta5S65RqxWBSeEYb,1wB9D6Xqdi7XDtMa7C7bGb
Himalayan Bear,Lets Hope The Roof Stays On,pop,https://himalayanbear.bandcamp.com/album/lets-hope-the-roof-stays-on,victoria,23.4,6,2020-04-28T00:00.000Z,https://i.scdn.co/image/ab67616d00001e027d2ee92c3d44386c1b78d2cd,30n2wbIL8tgdRfezEymMOi,6wtwvlh0uyfW7OHymE2zPC
GAME BOY,The Adventure Continues...,electronic,https://game-boy.bandcamp.com/album/the-adventure-continues,newfoundland,23.0,0,2020-04-30T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0209cd2fa6396851d33051c315,29c7geeGY9PMhLQj5oE12U,46JY4KFBE0gaK1aHIWeGCE
The Barr Brothers,The Barr Brothers,alternative,https://thebarrbrothers.bandcamp.com/album/the-barr-brothers,montreal,22.8,57,2011-09-27T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02ff8cbeb75afa6b07e18ebbaa,6sKE3JOEoAj6WEFCTkb1m4,4OyRutd80DZC22C4pl63l7
The Barr Brothers,Sleeping Operator,alternative,https://thebarrbrothers.bandcamp.com/album/sleeping-operator,montreal,22.8,57,2014-10-06T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02816d7445282f08c6cf117911,7fjRTWt2AzOiOTOAVupzTq,4OyRutd80DZC22C4pl63l7
TOPS,I Feel Alive,pop,https://tops.bandcamp.com/album/i-feel-alive,montreal,22.8,57,2020-04-03T00:00.000Z,https://i.scdn.co/image/ab67616d00001e024748163fe5bc80b8b317d939,0aFqZJGOa5R2wETNRQPW8m,2SdK1QDmZIP2hk94rSaLl9
TOPS,Sugar at the Gate,pop,https://tops.bandcamp.com/album/sugar-at-the-gate,montreal,22.8,57,2017-06-02T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02543cb92608e7f97b4030d7e3,2YPFFow96E7eApj82Vd6AG,2SdK1QDmZIP2hk94rSaLl9
TOPS,Picture You Staring,pop,https://tops.bandcamp.com/album/picture-you-staring,montreal,22.8,57,2014-09-02T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02cc8a5d4f1edaa004a3abece7,4XherhknNqBd7RsksYVqP5,2SdK1QDmZIP2hk94rSaLl9
TWRP,Return to Wherever,rock,https://twrp.bandcamp.com/album/return-to-wherever,toronto,22.4,56,2019-07-11T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02c4ce9da8a8b894587e82f8ef,7CldXxO1gpJPQU9GvAigT2,6N3egqZ7OtcYYXyU6PBdNr
Tiny Desk,unanswered questions and answers open to interpretation,alternative,https://tinydesk.bandcamp.com/album/unanswered-questions-and-answers-open-to-interpretation-2,edmonton,22.4,1,2020-04-29T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0212db1ce88171151732637493,0Z8GSfk3Dlu2lu9uOoj5uc,618fJVZeTOHmtt86fqeOQw
Jamboree,A Beautiful Place,alternative,https://jamboree.bandcamp.com/album/a-beautiful-place,manitoba,22.2,13,2020-04-24T00:00.000Z,https://i.scdn.co/image/ab67616d00001e025fa0e5c4cc446d2a20eefe5e,0VRz5uOkwkgJwokWtQ1hOq,1YyuDWi5kz0dav5M4t0Wz3
Jon Bryant,Cult Classic,acoustic,https://jonbryant.bandcamp.com/album/cult-classic,vancouver,22.0,55,2019-05-17T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02da65a0b2b01d58bbe4f0fbd3,17pJ6MgbUbh38vZi95t4AU,2gzH4rGNFJeNg13yv2uI4L
The Irish Rovers,Saints And Sinners,world,https://theirishrovers.bandcamp.com/album/saints-and-sinners,victoria,22.0,55,2020-02-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02fd16038fc53216f6213a1396,18nSbl45eJ0XhM51jXrpfT,0tkKwWigaADLYB9HdFCjYo
Rich Aucoin,How It Breaks,alternative,https://richaucoin.bandcamp.com/album/how-it-breaks,novascotia,21.6,29,2020-04-17T00:00.000Z,https://i.scdn.co/image/ab67616d00001e029994e1c6b01feea5822b7c6c,2SOywjCOtTJhg8Kns68ARw,2XwFZjlnvpwnZSO8QbKErQ
Harrison Downes,Desiderata,electronic,https://techgnosisrecords.bandcamp.com/album/desiderata,newbrunswick,21.4,1,2020-04-28T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0289566d46888c328c0e7e1d58,0sVL8AXjrKiX4x0Ll7vPFn,1OgvEdfVlVP4tp5EGBsAXL
Ugly Again,IDK/Faze Me,punk,https://uglyagain.bandcamp.com/album/idk-faze-me,saskatchewan,21.4,1,2020-04-28T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02971d95c6920b18552843caeb,3CzgWhdSaNDlx7jb3lFJUs,7jkJS5HNv4aMt4rguAW6xh
Destroyer,Have We Met,alternative,https://destroyer.bandcamp.com/album/have-we-met,vancouver,21.2,53,2020-01-31T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02d1df1ce69b668d4931a3e0f7,3quNG7I59IYGauZ9Tn7Iyk,22ojy4H4ZVpowC4lRRC8In
Factor Chandelier,First Storm,hip-hop/rap,https://factorchandelier.bandcamp.com/album/first-storm,saskatchewan,21.2,33,2020-04-15T00:00.000Z,https://i.scdn.co/image/ab67616d00001e020293e800699fb6b1b518b43a,5EntoVfCSDi6xVB5sa1L5c,68XL9b5CHwRP50KMcVGl33
Wheesht,Who's to Know,alternative,https://wheesht.bandcamp.com/album/whos-to-know,manitoba,21.2,18,2020-04-21T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02f87c048ebf254a53e4b3b021,04Qyq85QYt9RiKBdH2BTSG,7LW6nrKqgxpK8I3xe43X74
High October,Not Mourning,alternative,https://highoctober.bandcamp.com/album/not-mourning,novascotia,21.0,0,2020-04-28T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02ae757e3976dd13b7d08bb6d5,5kfZk74U7kwmxMA1MwGqsT,07P4V6KSrfaMx2EkAzpPoU
Zachary Greer,Shelter,soundtrack,https://zacharygreer.bandcamp.com/album/shelter,newbrunswick,21.0,0,2020-04-28T00:00.000Z,https://i.scdn.co/image/ab67616d00001e023adf37bb2411a110cdbdb1cd,73vXmFxgUSKKSxcdO8PMzI,5s37Aa5F1kw37xhVSUSmSf
Hodag,Thirty One,rock,https://hodag1.bandcamp.com/album/thirty-one,victoria,21.0,0,2020-04-28T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02be6cf127351bc38207690711,6WaAoGUHau8NTrktYE5y95,6RnIxUXnRg3lPIRD6GfldR
Twitch,Databomb,electronic,https://twitch-official.bandcamp.com/album/databomb,calgary,21.0,0,2020-04-28T00:00.000Z,https://i.scdn.co/image/ab67616d00001e026373b720981443d2d4d6cafb,5ILsbor2Om4A4fWfUS2AfD,6tU9AaSCfWaeZd8E4t3dvu
Propagandhi,Potemkin City Limits,rock,https://propagandhi.bandcamp.com/album/potemkin-city-limits-2,manitoba,20.8,52,2016-12-03T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02845222b0a1182cde98fd20d4,1DWej6EwHAzsRQJTwbFdZF,7qpy5KY3DVrezixTl6mziA
The Radiation Flowers,Stuck In A Maze,alternative,https://theradiationflowers.bandcamp.com/album/stuck-in-a-maze,saskatchewan,20.2,8,2020-04-24T00:00.000Z,https://i.scdn.co/image/ab67616d00001e029eb71c4cbfe9230ce03a2193,5XbJob7KEUkEZgP8aLEpa8,5D4U4j04XF8ZXClTApukBd
Brandon M.C.,Earth From 900 Million Miles Away,acoustic,https://brandonmc.bandcamp.com/album/earth-from-900-million-miles-away,newbrunswick,20.0,0,2020-04-27T00:00.000Z,https://i.scdn.co/image/ab67616d00001e028db6a1db938602083a351a92,4aluuWqJB9dON0UenoGLuT,77Q7IC7rg0RAxhbZv0kLw4
redress,peacebird,electronic,https://redresss.bandcamp.com/album/peacebird,victoria,20.0,0,2020-04-27T00:00.000Z,https://i.scdn.co/image/ab67616d00001e024875109da7ea027680ac526b,09nPf5DgBG6ZMCna86j3DE,4hrCYr0GP3OEshC2aLS939
Rose Cousins,Bravado,folk,https://rosecousins.bandcamp.com/album/bravado,novascotia,19.6,49,2020-02-21T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02941cc9657c2c507fa9452c6d,6HG6bnPHDDW3R6RBlJBFGq,3DIk8KcmVKTr4uGw3AuCtJ
hansmole,Pain Songs,alternative,https://hansmole.bandcamp.com/album/pain-songs,victoria,19.2,3,2020-04-25T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0264454a85aef024670cafd1b3,3fqxEETcwL11Dc7D8OXLy8,3TC6NNo2RLkLaR9AVFwQsz
Miami Nights 1984,Turbulence,electronic,https://miaminights1984.bandcamp.com/album/turbulence,victoria,19.2,48,2012-03-08T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02674dce9398ee42d991cdf0cd,1sjg3emGXcOFStmqIUvFeU,18iQQOuyGlHunPVzmoLY20
Miami Nights 1984,Early Summer,electronic,https://miaminights1984.bandcamp.com/album/early-summer,victoria,19.2,48,2010-07-05T00:00.000Z,https://i.scdn.co/image/ab67616d00001e023070aa7a48b6054237dc0be8,1ncozZCW2Bc85yWqPhbVnE,18iQQOuyGlHunPVzmoLY20
Foxwarren,Foxwarren,rock,https://foxwarren.bandcamp.com/album/foxwarren,saskatchewan,18.8,47,2018-11-30T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02c567bf68aaa980e6d238a88c,27NP9XgsqFi9sfV9RZaqOa,2dPIBvg7mU59dCTGjhPylV
Peter Bark,Astral Ecotone,ambient,https://driftlabel.bandcamp.com/album/astral-ecotone,calgary,18.8,47,2020-04-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02001158eba31686a238374ad0,1obNtyV7j689PzzDgevV1u,1owDCRcm8r3mCfAVzwNbB2
Ron Sexsmith,Blue Boy,,https://linusentertainment.bandcamp.com/album/blue-boy-1,ontario,18.8,47,2001-01-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02c584edbe8c4fbab68cca87b5,0XZzpECbKCT9IXAoTYb7ek,2wXBWJhbm1gfEVjyEEuhDH
Lunice,CCCLX,electronic,https://lunice.bandcamp.com/album/ccclx,montreal,18.4,46,2017-09-08T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02e5d43acffcb893e2d8243405,4Me0UCcfE961pDkGPWjg7J,5I0593TTVPzkanWW8xsTns
narcoskeptic,VOIDS,experimental,https://roachlungrecordings.bandcamp.com/album/voids,novascotia,18.0,0,2020-04-25T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02eb4bae61faa501c37e618b33,4PVYyB34gomcH1JafUjyhW,71jJ5mwFxla63Z8CvaISUN
Nebullama,Vol. 1,funk,https://nebullama6.bandcamp.com/album/vol-1,newbrunswick,18.0,5,2020-04-23T00:00.000Z,https://i.scdn.co/image/ab67616d00001e029e3966113cb1271e597cd677,52HGjafdZCCtMt8yqJ2jaj,2nNcUtly974vOW9BMMjmr4
Mild Manors,Mild Manors,alternative,https://mildmanors.bandcamp.com/album/mild-manors,newfoundland,18.0,0,2020-04-25T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02a55dfc08421dc0ca57aa7af8,10EtDGt4ECXmsfEYTZz1Go,6tu0poYD76wbVyQuN8Tclw
Mick Davis,Rarities,rock,https://mickdavis.bandcamp.com/album/rarities,newfoundland,18.0,5,2020-04-23T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02ff394abb3d5e986e2531e57b,4DKSUJ5J0mTOAWg4vxrYOX,49LFMxfnisUQrAOgeYNXkO
Wildflowers/Waiting For You,Akibimi Superstar,alternative,https://wildflowerswaitingforyou.bandcamp.com/album/akibimi-superstar,ottawa,17.8,2,2020-04-24T00:00.000Z,https://i.scdn.co/image/ab67616d00001e026c1921c166e394bb1b00abbe,5nSKNonopU5Ihvxqgj1Y9W,5tyhwetKaEAk5MZLrG0F1x
Weak Size Fish,The Drift,reggae,https://weaksizefish.bandcamp.com/album/the-drift,newbrunswick,17.8,12,2020-04-20T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0249e9b3130f4165d6c407f8ce,3nLeM6GFoG4CQOrMH9XyUD,7ztX3VdsQ5LGaTp22jN9Gu
Eric Braun,"The Cure, Pt. 2",folk,https://ericbraun.bandcamp.com/album/the-cure-pt-2,calgary,17.8,2,2020-04-24T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02c34ece7379aeff473565afb9,1aquce004MC42lMx0ryChE,5AzEGtrqva0AqRvugQpTN3
David Myles,Real Love,pop,https://davidmyles.bandcamp.com/album/real-love-2,novascotia,17.6,44,2018-01-26T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02c27e8d551bac485c70205423,5LWpZS5mfZldpQJ6Eu7WrQ,0C52ChHxEwG9E6Mi7Kmlkf
